정류장명,정류장번호,노선,기종점,일자,이용자유형,04(승차),04(하차),05(승차),05(하차),06(승차),06(하차),07(승차),07(하차),08(승차),08(하차),09(승차),09(하차),10(승차),10(하차),11(승차),11(하차),12(승차),12(하차),13(승차),13(하차),14(승차),14(하차),15(승차),15(하차),16(승차),16(하차),17(승차),17(하차),18(승차),18(하차),19(승차),19(하차),20(승차),20(하차),21(승차),21(하차),22(승차),22(하차),23(승차),23(하차),00(승차),00(하차),01(승차),01(하차),02(승차),02(하차),03(승차),03(하차),
동탄역(서측),55398,H1,동탄2차고지 - 동탄2차고지,2024-05,경로,0,0,0,0,17,7,2,7,8,6,11,15,15,14,15,12,19,13,28,10,29,11,25,9,38,10,57,13,29,4,21,3,24,2,17,0,6,0,5,0,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H1,동탄2차고지 - 동탄2차고지,2024-05,장애인,0,0,0,0,0,4,0,1,0,0,1,1,0,0,1,2,1,0,1,2,2,0,0,2,1,0,3,0,5,1,2,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H1,동탄2차고지 - 동탄2차고지,2024-05,국가유공자,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H100,동탄2차고지 - 동탄2차고지,2024-05,일반인,0,0,0,0,0,0,0,0,0,0,26,154,5,25,4,21,0,0,0,0,0,0,0,0,66,58,2,1,205,92,14,2,0,0,0,0,33,31,9,9,26,5,0,0,0,0,0,0,
동탄역(서측),55398,H100,동탄2차고지 - 동탄2차고지,2024-05,어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H100,동탄2차고지 - 동탄2차고지,2024-05,청소년,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,5,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H100,동탄2차고지 - 동탄2차고지,2024-05,경로,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
동탄역(서측),55398,H100,동탄2차고지 - 동탄2차고지,2024-05,장애인,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H100,동탄2차고지 - 동탄2차고지,2024-05,국가유공자,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H101,무봉산자연휴양림 - 무봉산자연휴양림,2024-05,일반인,0,0,1,14,1,13,0,0,0,0,13,30,27,24,0,0,30,22,0,0,31,13,29,6,0,0,107,9,0,0,154,7,0,0,72,4,140,4,0,0,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H101,무봉산자연휴양림 - 무봉산자연휴양림,2024-05,어린이,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H101,무봉산자연휴양림 - 무봉산자연휴양림,2024-05,청소년,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,8,1,0,0,12,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H101,무봉산자연휴양림 - 무봉산자연휴양림,2024-05,경로,0,0,0,0,0,13,0,0,0,0,1,4,8,1,0,0,16,6,0,0,9,1,1,0,0,0,1,1,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,
동탄역(서측),55398,H101,무봉산자연휴양림 - 무봉산자연휴양림,2024-05,장애인,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
