정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명,도로명 주소
GGB233001715,능동주공단지,37.2135,127.06245,2023-10-16,37744,31240,경기도 화성시,경기,경기 화성시 반송동 264-2
GGB233001716,능동주공단지,37.2130167,127.0624333,2023-10-16,37691,31240,경기도 화성시,경기,경기 화성시 능동 1178
GGB233001717,능동마을입구,37.2175667,127.0579333,2023-10-16,37787,31240,경기도 화성시,경기,경기 화성시 능동 1175
GGB233001718,능동마을입구,37.21685,127.0581333,2023-10-16,37920,31240,경기도 화성시,경기,경기 화성시 능동 1091-21
GGB233001719,대우푸르지오.예당고등학교,37.20895,127.0793,2023-10-16,37846,31240,경기도 화성시,경기,경기 화성시 능동 1134-1
GGB233001720,동탄보건지소.우체국,37.2071,127.07605,2023-10-16,37847,31240,경기도 화성시,경기,경기 화성시 석우동 116
GGB233001721,우림필유,37.2008333,127.0595833,2023-10-16,37848,31240,경기도 화성시,경기,경기 화성시 반송동 244-1
GGB233001722,동탄고.동탄청소년문화의집,37.2038,127.0594667,2023-10-16,37849,31240,경기도 화성시,경기,경기 화성시 석우동 115
GGB233001723,동탄고등학교,37.2039333,127.0591667,2023-10-16,37850,31240,경기도 화성시,경기,경기 화성시 반송동 244-1
GGB233001724,능동중학교,37.2112667,127.06,2023-10-16,37801,31240,경기도 화성시,경기,경기 화성시 능동 1085-2
GGB233001725,능동중학교,37.2111833,127.0597167,2023-10-16,37802,31240,경기도 화성시,경기,경기 화성시 능동 1081
GGB233001726,능동초등학교,37.2128333,127.0580333,2023-10-16,37803,31240,경기도 화성시,경기,경기 화성시 능동 110-14
GGB233001727,능동초등학교,37.21295,127.0574,2023-10-16,37804,31240,경기도 화성시,경기,경기 화성시 능동 1222
GGB233001732,쌍용상록아파트,37.2167,127.0554833,2023-10-16,37709,31240,경기도 화성시,경기,경기 화성시 능동 1219
GGB233001733,서해그랑블아파트,37.1988,127.0702667,2023-10-16,37851,31240,경기도 화성시,경기,경기 화성시 반송동 255
GGB233001734,복합문화센터,37.2011167,127.0711,2023-10-16,37852,31240,경기도 화성시,경기,경기 화성시 서신면 전곡리 1138
GGB233001735,동탄보건지소.우체국,37.2071,127.0765667,2023-10-16,37853,31240,경기도 화성시,경기,경기 화성시 반송동 261
GGB233001736,대우푸르지오.예당고등학교,37.2085,127.07895,2023-10-16,37854,31240,경기도 화성시,경기,경기 화성시 석우동 115
GGB233001737,전곡산업단지,37.1854667,126.6720833,2023-10-16,37258,31240,경기도 화성시,경기,경기 화성시 석우동 116
GGB233001738,주공6단지,37.21285,127.0509667,2023-10-16,37799,31240,경기도 화성시,경기,경기 화성시 산척동 772
GGB233001739,주공6단지입구,37.2117,127.05025,2023-10-16,37795,31240,경기도 화성시,경기,경기 화성시 병점동 850
GGB233001740,코스코밸리아파트,37.1987,126.7220667,2023-10-16,55356,31240,경기도 화성시,경기,경기 화성시 송산면 육일리 595-9
GGB233001741,호수부영5차.아이파크,37.1660167,127.1139333,2023-10-16,55502,31240,경기도 화성시,경기,경기 화성시 병점동 850
GGB233001742,마도산업단지,37.1813167,126.7862,2023-10-16,37768,31240,경기도 화성시,경기,경기 화성시 마도면 쌍송리 694
GGB233001743,마도산업단지,37.1811667,126.7857333,2023-10-16,37752,31240,경기도 화성시,경기,경기 화성시 마도면 쌍송리 694
GGB233001744,마도교차로,37.1919,126.7942833,2023-10-16,37769,31240,경기도 화성시,경기,경기 화성시 마도면 쌍송리 139-67
GGB233001745,마도교차로,37.1909833,126.79315,2023-10-16,37753,31240,경기도 화성시,경기,경기 화성시 남양읍 남양리 2342
GGB233001746,현대아파트,37.1971167,126.8244833,2023-10-16,37771,31240,경기도 화성시,경기,경기 화성시 남양읍 남양리 2342
GGB233001747,현대아파트,37.1972,126.8242333,2023-10-16,37767,31240,경기도 화성시,경기,경기 화성시 마도면 쌍송리 142-3
GGB233001748,아이파크.호수부영5차,37.1657667,127.11435,2023-10-16,55503,31240,경기도 화성시,경기,경기 화성시 남양읍 남양리 2339
GGB233001749,남양중고입구.기아남양점,37.2058,126.8203333,2023-10-16,37774,31240,경기도 화성시,경기,경기 화성시 팔탄면 창곡리 967-1
GGB233001750,창곡3리.독골,37.1781167,126.8896,2023-10-16,37766,31240,경기도 화성시,경기,경기 화성시 팔탄면 창곡리 1063
GGB233001751,창곡3리,37.1774,126.8897167,2023-10-16,37761,31240,경기도 화성시,경기,경기 화성시 장지동 1071
GGB233001752,창곡2리교회앞,37.1855833,126.8846167,2023-10-16,37772,31240,경기도 화성시,경기,경기 화성시 팔탄면 창곡리 490-5
GGB233001753,호수부영4차.아이파크,37.1658167,127.1091333,2023-10-16,55504,31240,경기도 화성시,경기,경기 화성시 팔탄면 덕천리 174-10
GGB233001754,아이파크.호수부영4차,37.1655167,127.1092667,2023-10-16,55505,31240,경기도 화성시,경기,경기 화성시 팔탄면 덕천리 174-2
GGB233002781,덕천리.화성온천,37.1460833,126.8721833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 산척동 772
GGB233002782,덕천리,37.1441833,126.8718833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 장지동 1071
GGB233002783,덕천리,37.1441833,126.8720167,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 팔탄면 덕천리 158-3
GGB233002784,지월리,37.14525,126.8906,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 팔탄면 덕우리 219-8
GGB233002785,덕우리.구운말,37.1386167,126.86315,2023-10-16,55648,31240,경기도 화성시,경기,경기 화성시 팔탄면 덕우리 322
GGB233002786,안덕우리,37.1367,126.86335,2023-10-16,55649,31240,경기도 화성시,경기,경기 화성시 팔탄면 덕우리 93-7
GGB233002787,팔탄전자앞,37.1294167,126.8613167,2023-10-16,55650,31240,경기도 화성시,경기,경기 화성시 팔탄면 덕우리 103-3
GGB233002788,화성제일병원,37.12775,126.8602167,2023-10-16,55651,31240,경기도 화성시,경기,경기 화성시 팔탄면 지월리 577-2
GGB233002790,제약단지.하길리입구,37.0904,126.9154167,2023-10-16,37375,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 628-1
GGB233002791,상신1리종점,37.1047333,126.8904833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 343
GGB233002792,요당3리,37.0715333,126.91495,2023-10-16,55069,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 781-1
GGB233002794,하길1리종점,37.0969333,126.92325,2023-10-16,60050,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 1415
GGB233002795,하길리입구,37.1055667,126.9235667,2023-10-16,60048,31240,경기도 화성시,경기,경기 화성시 양감면 요당리 479-7
GGB233002796,하길리입구,37.1055667,126.9237333,2023-10-16,60049,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 627
GGB233002797,구문천2리종점,37.07635,126.90675,2023-10-16,37056,31240,경기도 화성시,경기,경기 화성시 마도면 고모리 175-1
GGB233002798,고모1리,37.1739167,126.7387,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 78-1
GGB233002799,고모교회앞,37.1772167,126.7361333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 백곡리 768
GGB233002800,백곡1리,37.1805667,126.7362,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 고모리 304-1
GGB233002801,금당2리종점,37.1872833,126.7429833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 금당리 511
GGB233002802,백곡2리,37.1852333,126.7286333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 백곡리 산 81-4
GGB233002803,백곡2리,37.1862667,126.7259167,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 금당리 산 108-1
GGB233002804,금당2리,37.1895167,126.7468,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 백곡리 281-5
GGB233002805,금당2리,37.1895833,126.7467833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 금당리 산 108-1
GGB233002806,금당공단앞,37.1894333,126.75025,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 금당리 212
GGB233002807,금당공단앞,37.1894833,126.7503667,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 청원리 산 42-4
GGB233002808,청원교회,37.1888833,126.7571167,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 청원리 984
GGB233002809,청원교회,37.18895,126.7583333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 금당리 213-2
GGB233002810,슬항1리.절골,37.1935,126.7640667,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 청원리 202-1
GGB233002811,슬항1리.절골,37.1935333,126.7642167,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 슬항리 540-3
GGB233002812,세종슈퍼앞,37.1891833,126.7618333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 청원리 977
GGB233002813,세종슈퍼앞,37.1892,126.76195,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 청원리 224-7
GGB233002814,청원1리마을회관,37.18595,126.7591667,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 청원리 289-2
GGB233002815,청원1리마을회관,37.186,126.75925,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 청원리 228-20
GGB233002816,마도소방서,37.20675,126.7730833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 석교리 229-14
GGB233002817,신남3통,37.1764167,126.7977667,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 신남리 1368
GGB233002818,신남3통,37.17635,126.7979167,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 신남리 1368-4
GGB233002819,신남2통,37.1836,126.79955,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 신남리 산 13-4
GGB233002820,신남2통,37.1834833,126.79965,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 신남리 1479
GGB233002821,신남3통마을회관,37.1731833,126.8012167,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 신남리 1339-3
GGB233002822,장덕1리.잡재기,37.1628833,126.80695,2023-10-16,60012,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 산 145-4
GGB233002824,신남4리.외만리,37.18255,126.81905,2023-10-16,55809,31240,경기도 화성시,경기,경기 화성시 남양읍 신남리 336-1
GGB233002825,신남3통.돌문안,37.17475,126.8062333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 신남리 1488
GGB233002827,신남3통.돌문안,37.1746833,126.8063167,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 안석리 828-2
GGB233002828,안석2통동녘회관,37.1770667,126.8185667,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 안석리 574
GGB233002829,안석2통마을회관,37.1711167,126.8224333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 안석리 342
GGB233002830,안석1통,37.1695667,126.8263333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 신남리 1488
GGB233002831,안석1통마을회관,37.1723333,126.8273667,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 활초리 583-4
GGB233002832,활초삼거리,37.17865,126.8295333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 안석리 산 26-1
GGB233002833,활초교회,37.1778167,126.8397,2023-10-16,60027,31240,경기도 화성시,경기,경기 화성시 남양읍 활초리 131-8
GGB233002834,활초리마을회관,37.1763667,126.8340667,2023-10-16,60057,31240,경기도 화성시,경기,경기 화성시 남양읍 활초리 321-14
GGB233002835,활초리마을회관,37.1762833,126.8343167,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 활초리 238-4
GGB233002836,온석2통,37.1705333,126.8468833,2023-10-16,55652,31240,경기도 화성시,경기,경기 화성시 남양읍 온석리 305-1
GGB233002837,온석2통,37.1705833,126.8470667,2023-10-16,55653,31240,경기도 화성시,경기,경기 화성시 팔탄면 노하리 621-4
GGB233002838,살곶이,37.1679,126.8347167,2023-10-16,60058,31240,경기도 화성시,경기,경기 화성시 남양읍 온석리 442
GGB233002839,노하산업단지,37.1551333,126.8473167,2023-10-16,55654,31240,경기도 화성시,경기,경기 화성시 팔탄면 노하리 621-4
GGB233002840,노하산업단지,37.15515,126.8472,2023-10-16,55655,31240,경기도 화성시,경기,경기 화성시 남양읍 안석리 3-12
GGB233002841,노하할인마트,37.1578,126.8491667,2023-10-16,55656,31240,경기도 화성시,경기,경기 화성시 팔탄면 기천리 1112-2
GGB233002842,노하할인마트,37.1578167,126.8490167,2023-10-16,55657,31240,경기도 화성시,경기,경기 화성시 팔탄면 노하리 621-42
GGB233002843,현대연구소입구,37.1624667,126.8462167,2023-10-16,55658,31240,경기도 화성시,경기,경기 화성시 남양읍 온석리 503-9
GGB233002844,현대연구소입구,37.16295,126.8452333,2023-10-16,55659,31240,경기도 화성시,경기,경기 화성시 팔탄면 노하리 621-75
GGB233002845,기천1리,37.1775,126.9091667,2023-10-16,37065,31240,경기도 화성시,경기,경기 화성시 남양읍 온석리 447-2
GGB233002846,선일화학.에디스,37.0999667,126.8869833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 온석리 494
GGB233002847,기천1리,37.1774333,126.9092167,2023-10-16,37066,31240,경기도 화성시,경기,경기 화성시 팔탄면 기천리 1099-98
GGB233002848,주유소앞,37.1660167,126.8493833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 1222
GGB233002849,주유소앞,37.1662667,126.8497333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 온석리 266-3
GGB233002850,온석1동,37.1747333,126.8626167,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 온석리 518
GGB233002851,온석1동,37.1748167,126.8625833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 온석리 516
GGB233002853,벧엘기도원,37.1597667,126.80535,2023-10-16,60014,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 산 210-23
GGB233002854,장덕1리.잡재기,37.16275,126.8069833,2023-10-16,60013,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 산 170-3
GGB233002855,장덕리,37.1583,126.8030167,2023-10-16,60016,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 982
GGB233002856,장덕리,37.1582167,126.8030167,2023-10-16,60017,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 산 210-23
GGB233002857,마도소방서,37.20665,126.7732833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 1010
GGB233002858,벧엘기도원,37.1597667,126.8054667,2023-10-16,60015,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 산 170-3
GGB233002859,현대수산,37.1547333,126.8037333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 석교리 229-15
GGB233002860,현대수산,37.15465,126.8040333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 산 210-26
GGB233002861,장덕동수라청,37.1555667,126.7982333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 771-7
GGB233002862,장덕동수라청,37.1555333,126.7983167,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 산 225-14
GGB233002863,석포6리(마파지),37.1431833,126.8164333,2023-10-16,55660,31240,경기도 화성시,경기,경기 화성시 우정읍 주곡리 산 22-2
GGB233002865,주곡1리.박우물,37.1340833,126.81205,2023-10-16,37667,31240,경기도 화성시,경기,경기 화성시 우정읍 주곡리 산 1-14
GGB233002866,주곡리,37.1277833,126.8155333,2023-10-16,37580,31240,경기도 화성시,경기,경기 화성시 장안면 석포리 823-1
GGB233002868,매바위,37.1538833,126.7952833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 남양읍 장덕리 867-14
GGB233001755,동문아파트.협성대학교.봉담중고교,37.2173167,126.9525667,2023-10-16,37764,31240,경기도 화성시,경기,경기 화성시 봉담읍 상리 11-89
GGB233001756,하나로마트.화성고용센터,37.2178333,126.9589667,2023-10-16,37756,31240,경기도 화성시,경기,경기 화성시 봉담읍 동화리 636-4
GGB233001757,동화휴먼시아3.4단지.봉담우체국,37.2162333,126.9615167,2023-10-16,37773,31240,경기도 화성시,경기,경기 화성시 봉담읍 동화리 637
GGB233001758,동화휴먼시아6단지,37.2148333,126.9605833,2023-10-16,37762,31240,경기도 화성시,경기,경기 화성시 봉담읍 동화리 636-1
GGB233001760,외국인복지센터,37.0866833,126.90705,2023-10-16,37811,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 924-11
GGB233001761,구문천공원,37.0866167,126.9048167,2023-10-16,37812,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 472-12
GGB233001762,향남2교차로,37.1107167,126.9282833,2023-10-16,55740,31240,경기도 화성시,경기,경기 화성시 송산면 칠곡리 산 32-2
GGB233001763,현동목장앞,37.0771667,126.8982333,2023-10-16,37813,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 939
GGB233001764,양지말입구,37.2052,126.7157833,2023-10-16,37815,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 472-1
GGB233001765,현동목장앞,37.0773333,126.8988833,2023-10-16,37816,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 472
GGB233001766,향남2교차로,37.111,126.9286333,2023-10-16,55741,31240,경기도 화성시,경기,경기 화성시 향남읍 장짐리 273-11
GGB233001767,구문천공원,37.0863167,126.9047,2023-10-16,37817,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 472-15
GGB233001768,메탈산업단지,37.0864833,126.9096167,2023-10-16,37818,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 945
GGB233001769,장짐교차로.축산농협,37.1355833,126.9109,2023-10-16,37809,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 939
GGB233001770,장명초교입구,37.05585,126.8556167,2023-10-16,37823,31240,경기도 화성시,경기,경기 화성시 장안면 장안리 1539-11
GGB233001771,삼주농장입구,37.0659667,126.8530833,2023-10-16,37796,31240,경기도 화성시,경기,경기 화성시 장안면 독정리 산 350
GGB233001772,위닉스,37.0745333,126.8562333,2023-10-16,37791,31240,경기도 화성시,경기,경기 화성시 장안면 어은리 786-8
GGB233001773,독정3리,37.0796667,126.86405,2023-10-16,37842,31240,경기도 화성시,경기,경기 화성시 장안면 독정리 산 212-15
GGB233001774,위닉스,37.0745333,126.85605,2023-10-16,37793,31240,경기도 화성시,경기,경기 화성시 장안면 독정리 112-39
GGB233001775,어은1리한양빌라앞,37.0979333,126.8369167,2023-10-16,37800,31240,경기도 화성시,경기,경기 화성시 장안면 독정리 461-35
GGB233001776,장자터,37.0664833,126.8021667,2023-10-16,37834,31240,경기도 화성시,경기,경기 화성시 우정읍 매향리 394-1
GGB233001777,매향3리입구,37.052,126.7649,2023-10-16,37835,31240,경기도 화성시,경기,경기 화성시 우정읍 매향리 73-3
GGB233001778,매향3리회센터,37.05505,126.7572167,2023-10-16,37836,31240,경기도 화성시,경기,경기 화성시 장안면 사곡리 산 76-11
GGB233001779,매향3리.가로지입구,37.0518167,126.7648,2023-10-16,37838,31240,경기도 화성시,경기,경기 화성시 우정읍 화산리 산 168
GGB233001780,장자터,37.0664167,126.80225,2023-10-16,37839,31240,경기도 화성시,경기,경기 화성시 우정읍 매향리 375-4
GGB233001781,자연앤데시앙,37.2080667,127.05475,2023-10-16,37863,31240,경기도 화성시,경기,경기 화성시 석우동 95
GGB233001782,한림대병원(중),37.2166333,127.0781167,2023-10-16,37864,31240,경기도 화성시,경기,경기 화성시 능동 1131
GGB233001784,한각1리,37.0955833,126.79765,2023-10-16,37797,31240,경기도 화성시,경기,경기 화성시 우정읍 한각리 405-1
GGB233001785,의료복합,37.1833833,127.11545,2023-10-16,55506,31240,경기도 화성시,경기,경기 화성시 오산동 1090
GGB233001786,봉래사,37.1053,126.7980333,2023-10-16,37825,31240,경기도 화성시,경기,경기 화성시 우정읍 화수리 산 74-9
GGB233001787,한마음초교.광명메이루즈,37.2075833,127.05705,2023-10-16,37734,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 1848
GGB233001788,양감초등학교.중학교,37.0808167,126.9504833,2023-10-16,37856,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 286-3
GGB233001789,신왕리,37.07495,126.9451167,2023-10-16,37857,31240,경기도 화성시,경기,경기 화성시 능동 1233
GGB233001790,신왕2리마을회관,37.0722333,126.9498,2023-10-16,37858,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 1842
GGB233001791,신왕리,37.0749,126.94515,2023-10-16,37855,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 1848
GGB233001792,양감초중교,37.0807167,126.9504667,2023-10-16,37987,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 623-38
GGB233001793,구문천5리(회차),37.0755333,126.8898,2023-10-16,37814,31240,경기도 화성시,경기,경기 화성시 장안면 수촌리 1060
GGB233001794,발안식염온천,37.0927333,126.8663833,2023-10-16,37840,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 381-1
GGB233001795,독정4리,37.0793,126.8692,2023-10-16,37841,31240,경기도 화성시,경기,경기 화성시 장안면 독정리 75-84
GGB233001796,3M,37.1083167,126.8393667,2023-10-16,37843,31240,경기도 화성시,경기,경기 화성시 장안면 금의리 775
GGB233001797,금의1리복지회관,37.1077833,126.823,2023-10-16,37844,31240,경기도 화성시,경기,경기 화성시 장안면 금의리 592
GGB233001798,신리천리베라마을,37.1862667,127.1016667,2023-10-16,55507,31240,경기도 화성시,경기,경기 화성시 오산동 1081
GGB233001799,궁평항,37.1149833,126.6837833,2023-10-16,37837,31240,경기도 화성시,경기,경기 화성시 우정읍 화수리 산 60
GGB233001800,화수농원,37.1099333,126.7984167,2023-10-16,37826,31240,경기도 화성시,경기,경기 화성시 서신면 궁평리 704-2
GGB233001801,화수2리입구,37.1084833,126.7937167,2023-10-16,37827,31240,경기도 화성시,경기,경기 화성시 우정읍 화수리 산 33-2
GGB233001802,화수3리입구,37.1089,126.7915333,2023-10-16,37828,31240,경기도 화성시,경기,경기 화성시 우정읍 화수리 산 111
GGB233001803,화수3리노인회관,37.1062167,126.7890833,2023-10-16,37829,31240,경기도 화성시,경기,경기 화성시 우정읍 화수리 528
GGB233001804,화수3리입구,37.1088667,126.7915667,2023-10-16,37830,31240,경기도 화성시,경기,경기 화성시 우정읍 화수리 산 46-1
GGB233001805,화수2리입구,37.1084333,126.7937,2023-10-16,37831,31240,경기도 화성시,경기,경기 화성시 우정읍 화수리 산 43
GGB233001806,화수농원앞,37.1098667,126.7984167,2023-10-16,37832,31240,경기도 화성시,경기,경기 화성시 우정읍 화수리 산 61-6
GGB233001807,장안9리,37.05655,126.8689,2023-10-16,37819,31240,경기도 화성시,경기,경기 화성시 장안면 장안리 26-1
GGB233001808,장안7리,37.0499833,126.8669333,2023-10-16,37820,31240,경기도 화성시,경기,경기 화성시 장안면 장안리 2895
GGB233001809,장안6리,37.0512667,126.8598333,2023-10-16,37821,31240,경기도 화성시,경기,경기 화성시 장안면 장안리 290
GGB233001810,장안6리노인회관,37.0513667,126.8575667,2023-10-16,37822,31240,경기도 화성시,경기,경기 화성시 장안면 장안리 1536
GGB233001812,농심물류센터,37.1364333,126.9556833,2023-10-16,37833,31240,경기도 화성시,경기,경기 화성시 향남읍 동오리 산 90-1
GGB233001813,신리천리베라마을,37.1858,127.10235,2023-10-16,55508,31240,경기도 화성시,경기,경기 화성시 우정읍 멱우리 390-9
GGB233001814,멱우2리회관앞,37.1025333,126.8211,2023-10-16,37845,31240,경기도 화성시,경기,경기 화성시 석우동 109
GGB233001816,어은삼거리,37.08555,126.8265667,2023-10-16,37792,31240,경기도 화성시,경기,경기 화성시 장안면 어은리 374-3
GGB233001817,이마트.한림대병원,37.2153167,127.0791333,2023-10-16,37879,31240,경기도 화성시,경기,경기 화성시 오산동 1081
GGB233001818,신리앞,37.1631333,126.9774,2023-10-16,37859,31240,경기도 화성시,경기,경기 화성시 정남면 신리 143-13
GGB233001819,효원납골공원,37.1421833,126.9583167,2023-10-16,37860,31240,경기도 화성시,경기,경기 화성시 정남면 신리 159-1
GGB233001820,동오리종점,37.1319833,126.9532667,2023-10-16,37861,31240,경기도 화성시,경기,경기 화성시 향남읍 동오리 산 130-2
GGB233001821,신리천,37.1842333,127.1070833,2023-10-16,55509,31240,경기도 화성시,경기,경기 화성시 향남읍 동오리 산 218-7
GGB233001822,신리주유소앞,37.1628,126.9767333,2023-10-16,37878,31240,경기도 화성시,경기,경기 화성시 오산동 1081
GGB233001823,신리앞,37.1632833,126.9783,2023-10-16,37862,31240,경기도 화성시,경기,경기 화성시 정남면 신리 308
GGB233001824,양감면행정복지센터,37.0818333,126.945,2023-10-16,37794,31240,경기도 화성시,경기,경기 화성시 양감면 요당리 190-1
GGB233001825,하길리,37.1080167,126.9078167,2023-10-16,55745,31240,경기도 화성시,경기,경기 화성시 남양읍 남양리 2318-1
GGB233001826,요당성지,37.06805,126.93075,2023-10-16,60030,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 678-1
GGB233001827,제약단지.하길리입구,37.0905333,126.91545,2023-10-16,37344,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 1529-1
GGB233001828,남양뉴타운.현대2차,37.2007167,126.8255167,2023-10-16,36001,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 1415
GGB233001829,제약공단후문,37.0906833,126.9115167,2023-10-16,37869,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 1403-2
GGB233001830,충만주유소,37.0796167,126.9427167,2023-10-16,60033,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 1019
GGB233001831,동양콘크리트입구,37.0889333,126.9322167,2023-10-16,55834,31240,경기도 화성시,경기,경기 화성시 양감면 대양리 산 90-1
GGB233001832,야목역,37.26165,126.8842333,2023-10-16,37872,31240,경기도 화성시,경기,경기 화성시 매송면 야목리 783-2
GGB233001834,구포리입구,37.2540833,126.8713167,2023-10-16,37874,31240,경기도 화성시,경기,경기 화성시 비봉면 구포리 1028-21
GGB233001835,상신리,37.09465,126.8942167,2023-10-16,37875,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 944-3
GGB233001836,상신리,37.0947167,126.89455,2023-10-16,37876,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 944-3
GGB233001837,신한바이오캠,37.0881,126.9388167,2023-10-16,55835,31240,경기도 화성시,경기,경기 화성시 마도면 슬항리 402-2
GGB233002869,슬항2리,37.2006833,126.75835,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 양감면 대양리 1358
GGB233002870,슬항2리,37.20075,126.7582833,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 슬항리 399-3
GGB233002871,해문1리,37.2036,126.7446667,2023-10-16,55457,31240,경기도 화성시,경기,경기 화성시 마도면 해문리 202-1
GGB233002872,해문1리,37.2037167,126.7444833,2023-10-16,55458,31240,경기도 화성시,경기,경기 화성시 마도면 해문리 536
GGB233002873,해문1리.질고개,37.2051,126.7406333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 송산면 사강리 633-1
GGB233002874,삼존2리마을회관,37.2158833,126.75225,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 마도면 해문리 536
GGB233002875,사강종점,37.2140333,126.7375667,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 송산면 삼존리 862
GGB233002876,사강종점,37.2140833,126.7377333,2023-10-16,0,31240,경기도 화성시,경기,경기 화성시 송산면 사강리 628-6
