정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명,도로명 주소
GGB233000800,해병대보급중대,37.1429,126.9181167,2023-10-16,37285,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 591-12
GGB233000801,제약공단사원아파트앞,37.1113833,126.9005167,2023-10-16,36762,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 61-40
GGB233000802,상신1리마을앞,37.1073667,126.9011667,2023-10-16,36761,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 1342-1
GGB233000803,상신6리,37.1039833,126.90155,2023-10-16,37470,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 596-7
GGB233000804,상신리,37.1008167,126.90195,2023-10-16,36760,31240,경기도 화성시,경기,경기 화성시 팔탄면 가재리 533-15
GGB233000805,제약공단후문.구문천1리입구,37.0901833,126.91075,2023-10-16,36759,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 946
GGB233000806,구문천리,37.08815,126.9108,2023-10-16,37469,31240,경기도 화성시,경기,경기 화성시 정남면 덕절리 104-3
GGB233000807,잿말,37.2539667,126.8486667,2023-10-16,55859,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 946
GGB233000808,황터입구,37.1396167,127.0330833,2023-10-16,36481,31240,경기도 화성시,경기,경기 화성시 양감면 사창리 431-4
GGB233000809,사창1리,37.0908833,126.9708333,2023-10-16,55860,31240,경기도 화성시,경기,경기 화성시 비봉면 삼화리 1118-7
GGB233000810,마도농협,37.2040667,126.77175,2023-10-16,60066,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 610-60
GGB233000812,구문천리,37.0873833,126.91045,2023-10-16,36758,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 805-11
GGB233000813,향남제약공단앞,37.09595,126.90695,2023-10-16,37468,31240,경기도 화성시,경기,경기 화성시 향남읍 상신리 66-2
GGB233000814,상신8리마을앞,37.1072667,126.9006833,2023-10-16,36757,31240,경기도 화성시,경기,경기 화성시 마도면 석교리 245-3
GGB233000815,제약공단사원아파트앞,37.1124,126.9000833,2023-10-16,37467,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 925-3
GGB233000816,발안농협,37.12945,126.9094167,2023-10-16,37265,31240,경기도 화성시,경기,경기 화성시 장지동 1102
GGB233000817,발안사거리.평리,37.1315333,126.91025,2023-10-16,37268,31240,경기도 화성시,경기,경기 화성시 향남읍 평리 137-43
GGB233000818,호반6차.제일풍경채,37.1565333,127.1111667,2023-10-16,55684,31240,경기도 화성시,경기,경기 화성시 팔탄면 가재리 523-11
GGB233000819,가재4리.해병대보급중대,37.1427833,126.9177,2023-10-16,37282,31240,경기도 화성시,경기,경기 화성시 팔탄면 가재리 533-4
GGB233000820,가재1리입구.자연샘,37.1454,126.9194667,2023-10-16,36764,31240,경기도 화성시,경기,경기 화성시 향남읍 평리 81-84
GGB233000821,가재3리.가재3리입구,37.1535833,126.9255167,2023-10-16,37296,31240,경기도 화성시,경기,경기 화성시 팔탄면 가재리 379-5
GGB233000822,가재3리.덕우공단입구,37.15625,126.9275333,2023-10-16,37301,31240,경기도 화성시,경기,경기 화성시 봉담읍 덕리 246-4
GGB233000823,진우아파트,37.1625333,126.9308833,2023-10-16,36071,31240,경기도 화성시,경기,경기 화성시 봉담읍 덕우리 103-4
GGB233000824,팔탄입구,37.1646667,126.93205,2023-10-16,36073,31240,경기도 화성시,경기,경기 화성시 봉담읍 덕우리 276-5
GGB233000825,덕리,37.16795,126.9347,2023-10-16,36077,31240,경기도 화성시,경기,경기 화성시 팔탄면 가재리 298-4
GGB233000826,화성푸드통합지원센터(로컬푸드직매장),37.1723,126.9363167,2023-10-16,36082,31240,경기도 화성시,경기,경기 화성시 봉담읍 왕림리 508-3
GGB233000827,해병대사령부,37.1786667,126.93635,2023-10-16,36083,31240,경기도 화성시,경기,경기 화성시 봉담읍 당하리 161-13
GGB233000828,당하리.흰돌산기도원입구,37.1854833,126.93815,2023-10-16,36089,31240,경기도 화성시,경기,경기 화성시 봉담읍 왕림리 403-8
GGB233000829,왕림4리.세곡리,37.18935,126.9382167,2023-10-16,36090,31240,경기도 화성시,경기,경기 화성시 봉담읍 당하리 304-4
GGB233000830,가톨릭대학교,37.1935667,126.9391667,2023-10-16,36095,31240,경기도 화성시,경기,경기 화성시 봉담읍 덕리 37-3
GGB233000831,왕림리.상기리입구,37.1978833,126.93985,2023-10-16,36103,31240,경기도 화성시,경기,경기 화성시 봉담읍 왕림리 3-1
GGB233000832,왕림휴게소,37.2044667,126.94275,2023-10-16,36109,31240,경기도 화성시,경기,경기 화성시 봉담읍 왕림리 653-8
GGB233000833,장안대학,37.2136833,126.9436333,2023-10-16,36111,31240,경기도 화성시,경기,경기 화성시 봉담읍 상리 27-10
GGB233000835,삼봉마을.신안인스빌,37.2179667,126.94565,2023-10-16,36119,31240,경기도 화성시,경기,경기 화성시 봉담읍 상리 461-3
GGB233000836,봉담읍행정복지센터,37.2204,126.9492833,2023-10-16,36123,31240,경기도 화성시,경기,경기 화성시 반월동 737-9
GGB233000837,동화리.동남아파트,37.2233,126.9519667,2023-10-16,36128,31240,경기도 화성시,경기,경기 화성시 봉담읍 수영리 233-15
GGB233000838,대진아이엠.LH3단지,37.2255333,126.9538333,2023-10-16,36135,31240,경기도 화성시,경기,경기 화성시 봉담읍 수영리 692-3
GGB233000839,수영오거리.봉담입구,37.2370333,126.9615,2023-10-16,36146,31240,경기도 화성시,경기,경기 화성시 봉담읍 수영리 646-17
GGB233000840,행림마을.삼성래미안,37.2237667,127.0499,2023-10-16,37466,31240,경기도 화성시,경기,경기 화성시 봉담읍 상리 25-54
GGB233000841,남양성지,37.20775,126.8171167,2023-10-16,36015,31240,경기도 화성시,경기,경기 화성시 매송면 어천리 436
GGB233000842,어천역,37.2492,126.9095167,2023-10-16,37565,31240,경기도 화성시,경기,경기 화성시 남양읍 남양리 2409
GGB233000843,숙곡리천불사,37.2481,126.8987,2023-10-16,37238,31240,경기도 화성시,경기,경기 화성시 매송면 어천리 439-8
GGB233000844,어천역,37.24935,126.90995,2023-10-16,37566,31240,경기도 화성시,경기,경기 화성시 매송면 숙곡리 591
GGB233000845,51사단,37.2509667,126.9208667,2023-10-16,37291,31240,경기도 화성시,경기,경기 화성시 매송면 원평리 228-2
GGB233000846,원평,37.2503667,126.9232167,2023-10-16,37299,31240,경기도 화성시,경기,경기 화성시 매송면 천천리 333-1
GGB233000847,전승아파트,37.2463833,126.9306167,2023-10-16,37305,31240,경기도 화성시,경기,경기 화성시 매송면 원평리 107-10
GGB233000848,일광사,37.2445167,126.9402,2023-10-16,37309,31240,경기도 화성시,경기,경기 화성시 매송면 원평리 10-4
GGB233000849,천천리,37.2446667,126.9423833,2023-10-16,37313,31240,경기도 화성시,경기,경기 화성시 매송면 천천리 372-15
GGB233000850,광평삼거리,37.17475,126.6889,2023-10-16,37563,31240,경기도 화성시,경기,경기 화성시 서신면 광평리 284-2
GGB233000851,광평주유소,37.1728,126.6951,2023-10-16,37579,31240,경기도 화성시,경기,경기 화성시 송산면 육일리 598-2
GGB233000852,매화리,37.1686,126.7036333,2023-10-16,37040,31240,경기도 화성시,경기,경기 화성시 서신면 광평리 420-2
GGB233000853,서신터미널,37.1694,126.7052333,2023-10-16,37045,31240,경기도 화성시,경기,경기 화성시 서신면 매화리 359-1
GGB233000854,육일2리.코스코밸리,37.1995,126.72285,2023-10-16,37068,31240,경기도 화성시,경기,경기 화성시 서신면 매화리 382-2
GGB233000855,사강복지회관,37.2127167,126.7327167,2023-10-16,37080,31240,경기도 화성시,경기,경기 화성시 송산면 사강리 716-1
GGB233000856,화성의과학대학교입구,37.2042833,126.83855,2023-10-16,55676,31240,경기도 화성시,경기,경기 화성시 마도면 슬항리 214-60
GGB233000857,구리섬앞,37.2087167,126.7646,2023-10-16,37562,31240,경기도 화성시,경기,경기 화성시 송산면 사강리 663-7
GGB233000858,송산농협.사강정형외과,37.2135,126.7386167,2023-10-16,37089,31240,경기도 화성시,경기,경기 화성시 송산면 육일리 603-7
GGB233000859,사강시장,37.2131833,126.73645,2023-10-16,37085,31240,경기도 화성시,경기,경기 화성시 송산면 사강리 640-10
GGB233000860,육일2리.코스코밸리,37.2001667,126.7228833,2023-10-16,37069,31240,경기도 화성시,경기,경기 화성시 남양읍 남양리 2400
GGB233000861,신흥사,37.1898167,126.7134833,2023-10-16,37061,31240,경기도 화성시,경기,경기 화성시 서신면 광평리 234-1
GGB233000862,상안2리.SK주유소,37.1795833,126.70815,2023-10-16,37054,31240,경기도 화성시,경기,경기 화성시 서신면 상안리 57-3
GGB233000863,서신,37.1694333,126.7050833,2023-10-16,37043,31240,경기도 화성시,경기,경기 화성시 서신면 매화리 358-1
GGB233000864,광평리,37.1729833,126.6944167,2023-10-16,37031,31240,경기도 화성시,경기,경기 화성시 서신면 상안리 541-5
GGB233000865,장외리,37.17425,126.6807,2023-10-16,37020,31240,경기도 화성시,경기,경기 화성시 서신면 장외리 274-3
GGB233000866,장외리.지긋말,37.1684,126.6783167,2023-10-16,37016,31240,경기도 화성시,경기,경기 화성시 정남면 문학리 522-1
GGB233000867,큰말입구,37.1661167,126.6750833,2023-10-16,37015,31240,경기도 화성시,경기,경기 화성시 서신면 장외리 517-1
GGB233000868,송교1리,37.1636,126.6689,2023-10-16,37012,31240,경기도 화성시,경기,경기 화성시 서신면 송교리 155-4
GGB233000870,빈정마을입구,37.2705333,126.8622,2023-10-16,55868,31240,경기도 화성시,경기,경기 화성시 서신면 송교리 15-5
GGB233001065,문학2리,37.1589167,126.9685167,2023-10-16,36782,31240,경기도 화성시,경기,경기 화성시 매송면 야목리 1200-6
GGB233001066,삼괴중고등학교,37.0867667,126.8189333,2023-10-16,37497,31240,경기도 화성시,경기,경기 화성시 우정읍 조암리 203-35
GGB233001067,삼괴중고등학교,37.0870167,126.8189833,2023-10-16,36823,31240,경기도 화성시,경기,경기 화성시 우정읍 조암리 203-3
GGB233001068,한각리입구,37.0918833,126.8164167,2023-10-16,36707,31240,경기도 화성시,경기,경기 화성시 우정읍 조암리 391-2
GGB233001069,우정읍복지센터.청소년문화의집,37.0895667,126.8170667,2023-10-16,37496,31240,경기도 화성시,경기,경기 화성시 우정읍 조암리 산 54-1
GGB233001070,청소년문화의집.우정읍복지센터,37.0896167,126.8172,2023-10-16,36822,31240,경기도 화성시,경기,경기 화성시 우정읍 조암리 391-2
GGB233001071,한각리입구,37.09215,126.81645,2023-10-16,36821,31240,경기도 화성시,경기,경기 화성시 양감면 송산리 951
GGB233001072,삼거리.원슈퍼.원마트,37.1223167,126.99415,2023-10-16,37349,31240,경기도 화성시,경기,경기 화성시 우정읍 조암리 산 54-1
GGB233001073,원슈퍼.삼거리,37.12245,126.9944833,2023-10-16,37350,31240,경기도 화성시,경기,경기 화성시 양감면 송산리 951
GGB233001074,멱우2리부대앞,37.0957667,126.8151,2023-10-16,37495,31240,경기도 화성시,경기,경기 화성시 우정읍 멱우리 산 67-1
GGB233001075,송산리입구.부처내고개,37.1190333,126.99065,2023-10-16,37345,31240,경기도 화성시,경기,경기 화성시 양감면 송산리 11-31
GGB233001076,송산리입구.부처내고개,37.11905,126.9909,2023-10-16,37346,31240,경기도 화성시,경기,경기 화성시 우정읍 멱우리 산 67-1
GGB233001077,멱우2리부대앞,37.0957667,126.8151833,2023-10-16,37494,31240,경기도 화성시,경기,경기 화성시 양감면 송산리 85-4
GGB233001079,배밭,37.1173167,126.9828,2023-10-16,37340,31240,경기도 화성시,경기,경기 화성시 우정읍 멱우리 317-4
GGB233001080,배밭,37.1169667,126.98255,2023-10-16,37341,31240,경기도 화성시,경기,경기 화성시 양감면 송산리 237-3
GGB233001081,멱우2리,37.1021,126.8138333,2023-10-16,36819,31240,경기도 화성시,경기,경기 화성시 양감면 송산리 236-2
GGB233001082,까치고개,37.1150833,126.9788,2023-10-16,36201,31240,경기도 화성시,경기,경기 화성시 양감면 송산리 270-4
GGB233001083,요꼴낚시터,37.1134333,126.9756833,2023-10-16,36781,31240,경기도 화성시,경기,경기 화성시 양감면 송산리 산 21-6
GGB233001084,요꼴낚시터,37.1132,126.9756167,2023-10-16,36780,31240,경기도 화성시,경기,경기 화성시 양감면 사창리 171-3
GGB233001085,사창2리.요꼴,37.1074333,126.9725667,2023-10-16,36178,31240,경기도 화성시,경기,경기 화성시 양감면 송산리 산 66-1
GGB233001086,삼풍전선,37.1007,126.9724,2023-10-16,36177,31240,경기도 화성시,경기,경기 화성시 양감면 사창리 33-1
GGB233001087,삼풍전선,37.1010667,126.9724667,2023-10-16,36181,31240,경기도 화성시,경기,경기 화성시 양감면 사창리 537-2
GGB233001088,동자골.사창3리,37.0964833,126.9716167,2023-10-16,36168,31240,경기도 화성시,경기,경기 화성시 양감면 사창리 1039-121
GGB233001089,경기요양병원,37.1151,126.7973833,2023-10-16,36818,31240,경기도 화성시,경기,경기 화성시 양감면 사창리 1048
GGB233001090,사창초등학교,37.09115,126.9722833,2023-10-16,36175,31240,경기도 화성시,경기,경기 화성시 우정읍 주곡리 520-35
GGB233001091,오가리,37.0856,126.9705333,2023-10-16,36779,31240,경기도 화성시,경기,경기 화성시 양감면 사창리 산 232-4
GGB233001092,용소3리,37.0793333,126.9703333,2023-10-16,36160,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 산 41-3
GGB233001094,솔안고개,37.07535,126.9637167,2023-10-16,36150,31240,경기도 화성시,경기,경기 화성시 양감면 용소리 산 28-15
GGB233001095,솔안고개,37.0754167,126.9637333,2023-10-16,36151,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 산 185
GGB233001096,신왕공단,37.0768167,126.9607,2023-10-16,36145,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 산 46-4
GGB233001097,신왕공단,37.0769,126.9607333,2023-10-16,36144,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 산 41-3
GGB233001098,신왕2리.독줄입구,37.0776167,126.9540833,2023-10-16,36133,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 산 29-2
GGB233001099,양감초등학교.중학교,37.08005,126.9522667,2023-10-16,36126,31240,경기도 화성시,경기,경기 화성시 양감면 대양리 849-10
GGB233001100,신왕리,37.0833333,126.9442167,2023-10-16,36778,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 637-7
GGB233001101,양감면행정복지센터,37.0817833,126.9451667,2023-10-16,36777,31240,경기도 화성시,경기,경기 화성시 양감면 대양리 1349-3
GGB233001102,대양4리,37.0903,126.9421,2023-10-16,36106,31240,경기도 화성시,경기,경기 화성시 양감면 신왕리 383-2
GGB233001103,대양1리,37.09545,126.9394167,2023-10-16,36096,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 566-9
GGB233001104,상두리입구,37.0974833,126.9392,2023-10-16,36098,31240,경기도 화성시,경기,경기 화성시 향남읍 화리현리 245-8
GGB233001105,상두리입구,37.09745,126.9390667,2023-10-16,36094,31240,경기도 화성시,경기,경기 화성시 양감면 대양리 1131-6
GGB233001106,양석골,37.1101833,126.9313833,2023-10-16,37307,31240,경기도 화성시,경기,경기 화성시 양감면 대양리 980-3
GGB233001107,양석골,37.1098333,126.9313833,2023-10-16,37306,31240,경기도 화성시,경기,경기 화성시 양감면 대양리 1131-7
GGB233001108,향남주공2단지,37.1168,126.9175667,2023-10-16,37284,31240,경기도 화성시,경기,경기 화성시 향남읍 방축리 459-4
GGB233001109,방축리,37.12,126.9183667,2023-10-16,37280,31240,경기도 화성시,경기,경기 화성시 향남읍 동오리 산 134-7
GGB233001110,효원납골공원,37.1426667,126.95895,2023-10-16,37266,31240,경기도 화성시,경기,경기 화성시 장지동 1037
GGB233001111,엘크루아파트,37.16115,127.09365,2023-10-16,37037,31240,경기도 화성시,경기,경기 화성시 양감면 사창리 499-2
GGB233001112,사창1리,37.0937167,126.9714,2023-10-16,36166,31240,경기도 화성시,경기,경기 화성시 향남읍 하길리 1552
GGB233001113,화수1리입구,37.1189167,126.7872667,2023-10-16,36416,31240,경기도 화성시,경기,경기 화성시 우정읍 호곡리 394-4
GGB233001114,호곡1리,37.1198,126.7846667,2023-10-16,36817,31240,경기도 화성시,경기,경기 화성시 우정읍 호곡리 380-2
GGB233001115,호곡2리,37.1194,126.7798667,2023-10-16,36816,31240,경기도 화성시,경기,경기 화성시 우정읍 화수리 산 111
GGB233001116,호곡2리,37.1192833,126.7798167,2023-10-16,37492,31240,경기도 화성시,경기,경기 화성시 우정읍 호곡리 90-4
GGB233001117,화수사거리,37.1096333,126.8018833,2023-10-16,37491,31240,경기도 화성시,경기,경기 화성시 우정읍 호곡리 80-5
GGB233001118,호수하우스디,37.16095,127.0970167,2023-10-16,37039,31240,경기도 화성시,경기,경기 화성시 우정읍 호곡리 426-8
GGB233001119,호곡3리입구,37.1194833,126.7763667,2023-10-16,36814,31240,경기도 화성시,경기,경기 화성시 양감면 송산리 109-6
GGB233001120,수산중공업,37.1145333,126.99115,2023-10-16,36271,31240,경기도 화성시,경기,경기 화성시 장지동 1038
GGB233001121,문화마을,37.1240833,126.7954833,2023-10-16,36813,31240,경기도 화성시,경기,경기 화성시 정남면 괘랑리 203-2
GGB233001122,정남농협,37.1708667,126.9835,2023-10-16,36843,31240,경기도 화성시,경기,경기 화성시 우정읍 주곡리 451-234
GGB233001123,신남1리,37.1844667,126.813,2023-10-16,55693,31240,경기도 화성시,경기,경기 화성시 정남면 괘랑리 1160-1
GGB233001124,정남파출소,37.1734167,126.9840167,2023-10-16,36243,31240,경기도 화성시,경기,경기 화성시 정남면 괘랑리 902-2
GGB233001125,빼골,37.1800333,126.98825,2023-10-16,36260,31240,경기도 화성시,경기,경기 화성시 남양읍 신남리 1426
GGB233001126,괘랑2리.차운혁충신정려문,37.1828333,126.99315,2023-10-16,36274,31240,경기도 화성시,경기,경기 화성시 정남면 괘랑리 309-9
GGB233001127,앞말,37.1835667,127.0014167,2023-10-16,36282,31240,경기도 화성시,경기,경기 화성시 정남면 괘랑리 116-5
GGB233001128,뱅뱅이,37.18675,127.00505,2023-10-16,36291,31240,경기도 화성시,경기,경기 화성시 장안면 독정리 78-54
GGB233001129,발산리,37.1553167,126.9817167,2023-10-16,36223,31240,경기도 화성시,경기,경기 화성시 장안면 독정리 13-6
GGB233001130,우미린센트포레1단지,37.2081667,127.0008167,2023-10-16,36281,31240,경기도 화성시,경기,경기 화성시 안녕동 243
GGB233001132,독정4리마을회관,37.0790333,126.8671167,2023-10-16,36775,31240,경기도 화성시,경기,경기 화성시 정남면 발산리 698-1
GGB233001133,독정5리마을회관,37.0637,126.8701167,2023-10-16,36727,31240,경기도 화성시,경기,경기 화성시 정남면 괘랑리 54-8
GGB233001134,덕절2리,37.1418,127.0266167,2023-10-16,36334,31240,경기도 화성시,경기,경기 화성시 정남면 음양리 595-9
GGB233001135,덕절3리,37.1402333,127.0220333,2023-10-16,36326,31240,경기도 화성시,경기,경기 화성시 장안면 덕다리 517-2
GGB233001136,경찰특공대,37.1456667,127.0115167,2023-10-16,36508,31240,경기도 화성시,경기,경기 화성시 정남면 망월리 367-2
GGB233001137,금복리,37.1530667,127.00665,2023-10-16,36297,31240,경기도 화성시,경기,경기 화성시 정남면 망월리 83-2
GGB233001138,덕다3리.문화촌,37.0476167,126.8366,2023-10-16,36776,31240,경기도 화성시,경기,경기 화성시 정남면 음양리 330-6
GGB233001141,덕다3리,37.05245,126.8348833,2023-10-16,36774,31240,경기도 화성시,경기,경기 화성시 장안면 노진리 547-4
GGB233001142,괘랑3리,37.1752333,126.9805667,2023-10-16,37572,31240,경기도 화성시,경기,경기 화성시 장안면 사곡리 산 109-14
GGB233001143,덕다3리,37.0527833,126.8347167,2023-10-16,36773,31240,경기도 화성시,경기,경기 화성시 장안면 덕다리 387-7
GGB233001146,노진초등학교,37.0526167,126.8095667,2023-10-16,36772,31240,경기도 화성시,경기,경기 화성시 정남면 관항리 81-6
GGB233001147,노진2리(노인정),37.0490167,126.8122667,2023-10-16,36771,31240,경기도 화성시,경기,경기 화성시 장안면 덕다리 387-16
GGB233001148,노진2리(노인정),37.0491167,126.8123833,2023-10-16,36770,31240,경기도 화성시,경기,경기 화성시 장안면 노진리 821
GGB233001149,능동고등학교,37.2130833,127.05745,2023-10-16,37488,31240,경기도 화성시,경기,경기 화성시 장안면 노진리 548
GGB233001150,노진5,37.042,126.8156167,2023-10-16,36769,31240,경기도 화성시,경기,경기 화성시 장안면 덕다리 산 9-2
GGB233001248,덕다2리앞,37.0693833,126.8376,2023-10-16,37514,31240,경기도 화성시,경기,경기 화성시 장안면 덕다리 108
GGB233001249,덕다1리,37.0577333,126.83965,2023-10-16,36935,31240,경기도 화성시,경기,경기 화성시 능동 1086-2
GGB233001250,덕다1리,37.0578333,126.8397667,2023-10-16,36942,31240,경기도 화성시,경기,경기 화성시 우정읍 화산리 1025-5
GGB233001251,화산1리마을회관,37.0654,126.7798833,2023-10-16,37513,31240,경기도 화성시,경기,경기 화성시 우정읍 화산리 1025-2
GGB233001252,화산1리종점,37.0655167,126.7774333,2023-10-16,36941,31240,경기도 화성시,경기,경기 화성시 장지동 1037
GGB233001253,화산1리마을회관,37.0652833,126.7797333,2023-10-16,36940,31240,경기도 화성시,경기,경기 화성시 우정읍 화산리 1074-4
GGB233001254,엘크루아파트,37.1609667,127.09365,2023-10-16,37038,31240,경기도 화성시,경기,경기 화성시 장안면 덕다리 102-1
GGB233001255,궁평해수욕장,37.1228167,126.6908333,2023-10-16,37025,31240,경기도 화성시,경기,경기 화성시 서신면 궁평리 589-26
GGB233001256,궁평해수욕장,37.1238333,126.6913,2023-10-16,37026,31240,경기도 화성시,경기,경기 화성시 서신면 전곡리 692
GGB233001257,전곡항입구,37.19115,126.6568,2023-10-16,36939,31240,경기도 화성시,경기,경기 화성시 서신면
GGB233001258,전곡2리.산업단지,37.1888,126.6831167,2023-10-16,37512,31240,경기도 화성시,경기,경기 화성시 서신면 궁평리 산 123-1
GGB233001259,전곡삼거리마트,37.1856667,126.6910667,2023-10-16,37357,31240,경기도 화성시,경기,경기 화성시 서신면 전곡리 1147
GGB233001260,전곡2리마을회관.운천동,37.1913167,126.69215,2023-10-16,37371,31240,경기도 화성시,경기,경기 화성시 봉담읍 내리 737-7
GGB233001261,칠곡리,37.2035667,126.7114833,2023-10-16,37364,31240,경기도 화성시,경기,경기 화성시 서신면 전곡리 산 193-2
GGB233001263,전곡2리,37.1892667,126.6824167,2023-10-16,37511,31240,경기도 화성시,경기,경기 화성시 송산면 칠곡리 331-17
GGB233001264,전곡항입구,37.19125,126.6564667,2023-10-16,36938,31240,경기도 화성시,경기,경기 화성시 서신면 전곡리 195-3
GGB233001265,덕고개34,37.2340333,126.9229833,2023-10-16,37600,31240,경기도 화성시,경기,경기 화성시 봉담읍 내리 737-7
GGB233001269,삼화1리,37.2514167,126.8560667,2023-10-16,37144,31240,경기도 화성시,경기,경기 화성시 비봉면 쌍학리 852-14
GGB233001270,쌍학리,37.2361167,126.9011167,2023-10-16,37246,31240,경기도 화성시,경기,경기 화성시 매송면 야목리 1136-4
GGB233001271,쌍학4리,37.2409333,126.8994833,2023-10-16,37243,31240,경기도 화성시,경기,경기 화성시 비봉면 삼화리 1338-1
GGB233001272,야목1리,37.2548833,126.8975667,2023-10-16,37236,31240,경기도 화성시,경기,경기 화성시 비봉면 쌍학리 852-10
GGB233001273,야목2리,37.2642167,126.8811833,2023-10-16,37581,31240,경기도 화성시,경기,경기 화성시 매송면 야목리 554-1
GGB233001274,야목2리,37.26395,126.8812833,2023-10-16,37202,31240,경기도 화성시,경기,경기 화성시 향남읍 구문천리 930-5
GGB233001275,야목1리,37.2571167,126.8925667,2023-10-16,37218,31240,경기도 화성시,경기,경기 화성시 매송면 야목리 1164-15
GGB233001276,매송농협,37.2501167,126.9106167,2023-10-16,37275,31240,경기도 화성시,경기,경기 화성시 매송면 어천리 423-2
GGB233001278,발안공단로4길교차로,37.0845,126.8994333,2023-10-16,37759,31240,경기도 화성시,경기,경기 화성시 매송면 야목리 908-4
GGB233001279,신영통현대타운2단지,37.2322833,127.0577333,2023-10-16,55696,31240,경기도 화성시,경기,경기 화성시 반월동 185-31
GGB233001280,퍼스트파크.선납숲공원,37.2100333,127.1078667,2023-10-16,55664,31240,경기도 화성시,경기,경기 화성시 영천동 895-1
GGB233001281,예당마을.롯데캐슬(중),37.21095,127.0720667,2023-10-16,36672,31240,경기도 화성시,경기,경기 화성시 반송동 257
GGB233001282,예당마을.롯데캐슬(중),37.21175,127.073,2023-10-16,37587,31240,경기도 화성시,경기,경기 화성시 안녕동 138-198
GGB233001283,센트럴파크뷰아파트(중),37.1994333,127.06415,2023-10-16,37590,31240,경기도 화성시,경기,경기 화성시 석우동 107
GGB233001284,신한미지엔정문,37.2010833,127.0059667,2023-10-16,55697,31240,경기도 화성시,경기,경기 화성시 석우동 107
GGB233001285,모아미래도.우림필유.평생학습관(중),37.1994833,127.0582667,2023-10-16,36686,31240,경기도 화성시,경기,경기 화성시 능동 1242
GGB233001286,모아미래도.우림필유.평생학습관(중),37.1992667,127.0575833,2023-10-16,36687,31240,경기도 화성시,경기,경기 화성시 능동 1243
GGB233001287,서동탄역.신일해피트리(중),37.1993667,127.0533333,2023-10-16,36688,31240,경기도 화성시,경기,경기 화성시 능동 1243
GGB233001288,서동탄역.신일해피트리(중),37.1995,127.0525,2023-10-16,36689,31240,경기도 화성시,경기,경기 화성시 능동 711-4
GGB233001289,성호아파트,37.1996833,127.0428,2023-10-16,36362,31240,경기도 화성시,경기,경기 화성시 장안면 노진리 930-14
GGB233001290,성호아파트,37.1998833,127.0410667,2023-10-16,36364,31240,경기도 화성시,경기,경기 화성시 병점동 501-9
GGB233001291,노진3리,37.0363,126.8173333,2023-10-16,36717,31240,경기도 화성시,경기,경기 화성시 장안면 노진리 930-14
GGB233001292,노진3리,37.0363333,126.8173333,2023-10-16,36716,31240,경기도 화성시,경기,경기 화성시 서신면 송교리 379-37
GGB233001293,제부도입구,37.17215,126.65835,2023-10-16,37002,31240,경기도 화성시,경기,경기 화성시 능동 1242
GGB233001294,살고지입구,37.1626,126.6671,2023-10-16,37008,31240,경기도 화성시,경기,경기 화성시 서신면 송교리 164-1
GGB233001296,나루마을상가,37.1931167,127.07315,2023-10-16,36948,31240,경기도 화성시,경기,경기 화성시 마도면 두곡리 494-4
GGB233001297,솔빛마을상가,37.1934,127.073,2023-10-16,37510,31240,경기도 화성시,경기,경기 화성시 반송동 266
GGB233001298,은장고개,37.2026667,126.7882833,2023-10-16,37114,31240,경기도 화성시,경기,경기 화성시 반송동 217-6
GGB233001299,살고지입구,37.1629167,126.6665167,2023-10-16,36947,31240,경기도 화성시,경기,경기 화성시 서신면 송교리 555-1
GGB233001300,신동탄롯데캐슬,37.2306333,127.0681167,2023-10-16,36406,31240,경기도 화성시,경기,경기 화성시 팔탄면 하저리 산 80-11
GGB233001303,수련개,37.1846167,126.8604333,2023-10-16,37393,31240,경기도 화성시,경기,경기 화성시 정남면 용수리 130-2
GGB233001306,반도유보라후문,37.2087833,127.1183167,2023-10-16,36482,31240,경기도 화성시,경기,경기 화성시 정남면 고지리 233-10
GGB233001307,고지리,37.1607833,127.0039667,2023-10-16,36287,31240,경기도 화성시,경기,경기 화성시 영천동 697
GGB233001308,고지리,37.16305,127.0032833,2023-10-16,36284,31240,경기도 화성시,경기,경기 화성시 반월동 100-24
GGB233001309,샘터교차로,37.20615,126.8048333,2023-10-16,36978,31240,경기도 화성시,경기,경기 화성시 남양읍 남양리 191-1
GGB233001310,IT단지(중),37.2251,127.0736667,2023-10-16,36683,31240,경기도 화성시,경기,경기 화성시 봉담읍 상기리 387-12
